class,mutant,result,index
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,6,2
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,48,3
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,-366,4
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,1,5
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,61,6
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,-474,7
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,0,8
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,36,9
FREQUENT_ELEMENT_ARRAY,ORIGINAL,51,0
FREQUENT_ELEMENT_ARRAY,ORIGINAL,-74,1
FREQUENT_ELEMENT_ARRAY,ORIGINAL,0,2
FREQUENT_ELEMENT_ARRAY,ORIGINAL,31,3
FREQUENT_ELEMENT_ARRAY,ORIGINAL,-52,4
FREQUENT_ELEMENT_ARRAY,ORIGINAL,0,5
FREQUENT_ELEMENT_ARRAY,ORIGINAL,9,6
FREQUENT_ELEMENT_ARRAY,ORIGINAL,-42,7
FREQUENT_ELEMENT_ARRAY,ORIGINAL,0,8
FREQUENT_ELEMENT_ARRAY,ORIGINAL,4,9
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,66,0
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,104,1
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,83,2
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,28,3
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,151,4
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,76,5
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,128,6
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,144,7
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,135,8
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,ORIGINAL,127,9
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,105314726,0
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,1695468950,1
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,1583522062,2
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,-680931104,3
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,7004156,4
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,961567366,5
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,1734148560,6
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,120130,7
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,7990,8
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,408494090,9
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING_1,ORIGINAL,-1,0
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING_1,ORIGINAL,0,1
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING_1,ORIGINAL,0,2
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING_1,ORIGINAL,4,3
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING_1,ORIGINAL,0,4
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING_1,ORIGINAL,0,5
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING_1,ORIGINAL,-1,6
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING_1,ORIGINAL,-1,7
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING_1,ORIGINAL,0,8
FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING_1,ORIGINAL,2,9
MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,ORIGINAL,351,0
MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,ORIGINAL,382,1
MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,ORIGINAL,195,2
MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,ORIGINAL,76,3
MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,ORIGINAL,460,4
MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,ORIGINAL,147,5
MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,ORIGINAL,405,6
MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,ORIGINAL,392,7
MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,ORIGINAL,694,8
MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,ORIGINAL,244,9
CEILING_IN_A_SORTED_ARRAY_1,ORIGINAL,13,0
CEILING_IN_A_SORTED_ARRAY_1,ORIGINAL,11,1
CEILING_IN_A_SORTED_ARRAY_1,ORIGINAL,1,2
CEILING_IN_A_SORTED_ARRAY_1,ORIGINAL,-1,3
CEILING_IN_A_SORTED_ARRAY_1,ORIGINAL,20,4
CEILING_IN_A_SORTED_ARRAY_1,ORIGINAL,-1,5
CEILING_IN_A_SORTED_ARRAY_1,ORIGINAL,12,6
CEILING_IN_A_SORTED_ARRAY_1,ORIGINAL,23,7
CEILING_IN_A_SORTED_ARRAY_1,ORIGINAL,-1,8
CEILING_IN_A_SORTED_ARRAY_1,ORIGINAL,2,9
NUMBER_TRIANGLES_N_MOVES,ORIGINAL,1286960901,0
NUMBER_TRIANGLES_N_MOVES,ORIGINAL,-1839993535,1
NUMBER_TRIANGLES_N_MOVES,ORIGINAL,-1428489851,2
NUMBER_TRIANGLES_N_MOVES,ORIGINAL,-1129969371,3
NUMBER_TRIANGLES_N_MOVES,ORIGINAL,13121,4
NUMBER_TRIANGLES_N_MOVES,ORIGINAL,1284379105,5
NUMBER_TRIANGLES_N_MOVES,ORIGINAL,-1333205755,6
NUMBER_TRIANGLES_N_MOVES,ORIGINAL,-2034426507,7
NUMBER_TRIANGLES_N_MOVES,ORIGINAL,1900790309,8
NUMBER_TRIANGLES_N_MOVES,ORIGINAL,1457,9
MINIMUM_COST_MAKE_ARRAY_SIZE_1_REMOVING_LARGER_PAIRS,ORIGINAL,24,0
MINIMUM_COST_MAKE_ARRAY_SIZE_1_REMOVING_LARGER_PAIRS,ORIGINAL,0,1
MINIMUM_COST_MAKE_ARRAY_SIZE_1_REMOVING_LARGER_PAIRS,ORIGINAL,0,2
MINIMUM_COST_MAKE_ARRAY_SIZE_1_REMOVING_LARGER_PAIRS,ORIGINAL,110,3
MINIMUM_COST_MAKE_ARRAY_SIZE_1_REMOVING_LARGER_PAIRS,ORIGINAL,-2200,4
MINIMUM_COST_MAKE_ARRAY_SIZE_1_REMOVING_LARGER_PAIRS,ORIGINAL,0,5
MINIMUM_COST_MAKE_ARRAY_SIZE_1_REMOVING_LARGER_PAIRS,ORIGINAL,27,6
MINIMUM_COST_MAKE_ARRAY_SIZE_1_REMOVING_LARGER_PAIRS,ORIGINAL,-1584,7
MINIMUM_COST_MAKE_ARRAY_SIZE_1_REMOVING_LARGER_PAIRS,ORIGINAL,0,8
MINIMUM_COST_MAKE_ARRAY_SIZE_1_REMOVING_LARGER_PAIRS,ORIGINAL,63,9
HOW_TO_COMPUTE_MOD_OF_A_BIG_NUMBER,ORIGINAL,11,0
HOW_TO_COMPUTE_MOD_OF_A_BIG_NUMBER,ORIGINAL,42,1
HOW_TO_COMPUTE_MOD_OF_A_BIG_NUMBER,ORIGINAL,16,2
HOW_TO_COMPUTE_MOD_OF_A_BIG_NUMBER,ORIGINAL,30,3
HOW_TO_COMPUTE_MOD_OF_A_BIG_NUMBER,ORIGINAL,3,4
HOW_TO_COMPUTE_MOD_OF_A_BIG_NUMBER,ORIGINAL,0,5
HOW_TO_COMPUTE_MOD_OF_A_BIG_NUMBER,ORIGINAL,21,6
HOW_TO_COMPUTE_MOD_OF_A_BIG_NUMBER,ORIGINAL,4,7
HOW_TO_COMPUTE_MOD_OF_A_BIG_NUMBER,ORIGINAL,54,8
HOW_TO_COMPUTE_MOD_OF_A_BIG_NUMBER,ORIGINAL,34,9
PROGRAM_CHECK_PLUS_PERFECT_NUMBER,ORIGINAL,true,0
PROGRAM_CHECK_PLUS_PERFECT_NUMBER,ORIGINAL,true,1
PROGRAM_CHECK_PLUS_PERFECT_NUMBER,ORIGINAL,false,2
PROGRAM_CHECK_PLUS_PERFECT_NUMBER,ORIGINAL,false,3
PROGRAM_CHECK_PLUS_PERFECT_NUMBER,ORIGINAL,false,4
PROGRAM_CHECK_PLUS_PERFECT_NUMBER,ORIGINAL,false,5
PROGRAM_CHECK_PLUS_PERFECT_NUMBER,ORIGINAL,false,6
PROGRAM_CHECK_PLUS_PERFECT_NUMBER,ORIGINAL,false,7
PROGRAM_CHECK_PLUS_PERFECT_NUMBER,ORIGINAL,false,8
PROGRAM_CHECK_PLUS_PERFECT_NUMBER,ORIGINAL,false,9
NUMBER_SUBSEQUENCES_AB_STRING_REPEATED_K_TIMES,ORIGINAL,9312,0
NUMBER_SUBSEQUENCES_AB_STRING_REPEATED_K_TIMES,ORIGINAL,49,1
NUMBER_SUBSEQUENCES_AB_STRING_REPEATED_K_TIMES,ORIGINAL,10443,2
NUMBER_SUBSEQUENCES_AB_STRING_REPEATED_K_TIMES,ORIGINAL,7260,3
NUMBER_SUBSEQUENCES_AB_STRING_REPEATED_K_TIMES,ORIGINAL,0,4
NUMBER_SUBSEQUENCES_AB_STRING_REPEATED_K_TIMES,ORIGINAL,861,5
NUMBER_SUBSEQUENCES_AB_STRING_REPEATED_K_TIMES,ORIGINAL,3828,6
NUMBER_SUBSEQUENCES_AB_STRING_REPEATED_K_TIMES,ORIGINAL,40,7
NUMBER_SUBSEQUENCES_AB_STRING_REPEATED_K_TIMES,ORIGINAL,0,8
NUMBER_SUBSEQUENCES_AB_STRING_REPEATED_K_TIMES,ORIGINAL,0,9
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,true,0
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,true,1
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,true,2
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,true,3
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,false,4
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,false,5
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,false,6
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,false,7
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,false,8
WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,ORIGINAL,false,9
LONGEST_PREFIX_ALSO_SUFFIX_1,ORIGINAL,4,0
LONGEST_PREFIX_ALSO_SUFFIX_1,ORIGINAL,0,1
LONGEST_PREFIX_ALSO_SUFFIX_1,ORIGINAL,1,2
LONGEST_PREFIX_ALSO_SUFFIX_1,ORIGINAL,2,3
LONGEST_PREFIX_ALSO_SUFFIX_1,ORIGINAL,0,4
LONGEST_PREFIX_ALSO_SUFFIX_1,ORIGINAL,3,5
LONGEST_PREFIX_ALSO_SUFFIX_1,ORIGINAL,2,6
LONGEST_PREFIX_ALSO_SUFFIX_1,ORIGINAL,0,7
LONGEST_PREFIX_ALSO_SUFFIX_1,ORIGINAL,2,8
LONGEST_PREFIX_ALSO_SUFFIX_1,ORIGINAL,0,9
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,6,0
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,4,1
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,56,2
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,6,3
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,12,4
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,8,5
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,1,6
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,40,7
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,84,8
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,4,9
CHECK_LARGE_NUMBER_DIVISIBLE_6_NOT,ORIGINAL,true,0
CHECK_LARGE_NUMBER_DIVISIBLE_6_NOT,ORIGINAL,false,1
CHECK_LARGE_NUMBER_DIVISIBLE_6_NOT,ORIGINAL,true,2
CHECK_LARGE_NUMBER_DIVISIBLE_6_NOT,ORIGINAL,false,3
CHECK_LARGE_NUMBER_DIVISIBLE_6_NOT,ORIGINAL,false,4
CHECK_LARGE_NUMBER_DIVISIBLE_6_NOT,ORIGINAL,true,5
CHECK_LARGE_NUMBER_DIVISIBLE_6_NOT,ORIGINAL,false,6
CHECK_LARGE_NUMBER_DIVISIBLE_6_NOT,ORIGINAL,false,7
CHECK_LARGE_NUMBER_DIVISIBLE_6_NOT,ORIGINAL,false,8
CHECK_LARGE_NUMBER_DIVISIBLE_6_NOT,ORIGINAL,false,9
FIND_MAXIMUM_AVERAGE_SUBARRAY_OF_K_LENGTH,ORIGINAL,9,0
FIND_MAXIMUM_AVERAGE_SUBARRAY_OF_K_LENGTH,ORIGINAL,-1,1
FIND_MAXIMUM_AVERAGE_SUBARRAY_OF_K_LENGTH,ORIGINAL,1,2
FIND_MAXIMUM_AVERAGE_SUBARRAY_OF_K_LENGTH,ORIGINAL,0,3
FIND_MAXIMUM_AVERAGE_SUBARRAY_OF_K_LENGTH,ORIGINAL,15,4
FIND_MAXIMUM_AVERAGE_SUBARRAY_OF_K_LENGTH,ORIGINAL,4,5
FIND_MAXIMUM_AVERAGE_SUBARRAY_OF_K_LENGTH,ORIGINAL,-1,6
FIND_MAXIMUM_AVERAGE_SUBARRAY_OF_K_LENGTH,ORIGINAL,4,7
FIND_MAXIMUM_AVERAGE_SUBARRAY_OF_K_LENGTH,ORIGINAL,2,8
FIND_MAXIMUM_AVERAGE_SUBARRAY_OF_K_LENGTH,ORIGINAL,-1,9
WAYS_REMOVE_ONE_ELEMENT_BINARY_STRING_XOR_BECOMES_ZERO,ORIGINAL,7,0
WAYS_REMOVE_ONE_ELEMENT_BINARY_STRING_XOR_BECOMES_ZERO,ORIGINAL,1,1
WAYS_REMOVE_ONE_ELEMENT_BINARY_STRING_XOR_BECOMES_ZERO,ORIGINAL,2,2
WAYS_REMOVE_ONE_ELEMENT_BINARY_STRING_XOR_BECOMES_ZERO,ORIGINAL,9,3
WAYS_REMOVE_ONE_ELEMENT_BINARY_STRING_XOR_BECOMES_ZERO,ORIGINAL,1,4
