class,mutant,index,result_java,result_python,equal_results
PROGRAM_PRINT_SUM_GIVEN_NTH_TERM_1,ORIGINAL,6,5476,EXCEPTION,False
PROGRAM_PRINT_SUM_GIVEN_NTH_TERM_1,ORIGINAL,7,1089,EXCEPTION,False
PROGRAM_PRINT_SUM_GIVEN_NTH_TERM_1,ORIGINAL,8,8464,EXCEPTION,False
PROGRAM_PRINT_SUM_GIVEN_NTH_TERM_1,ORIGINAL,9,484,EXCEPTION,False
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,0,False,EXCEPTION,False
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,1,True,EXCEPTION,False
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,2,True,EXCEPTION,False
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,3,True,EXCEPTION,False
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,4,True,EXCEPTION,False
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,5,False,EXCEPTION,False
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,6,False,EXCEPTION,False
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,7,False,EXCEPTION,False
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,8,False,EXCEPTION,False
CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,ORIGINAL,9,False,EXCEPTION,False
MAKING_ELEMENTS_OF_TWO_ARRAYS_SAME_WITH_MINIMUM_INCREMENTDECREMENT,ORIGINAL,0,263,EXCEPTION,False
MAKING_ELEMENTS_OF_TWO_ARRAYS_SAME_WITH_MINIMUM_INCREMENTDECREMENT,ORIGINAL,1,158,EXCEPTION,False
MAKING_ELEMENTS_OF_TWO_ARRAYS_SAME_WITH_MINIMUM_INCREMENTDECREMENT,ORIGINAL,2,4,EXCEPTION,False
MAKING_ELEMENTS_OF_TWO_ARRAYS_SAME_WITH_MINIMUM_INCREMENTDECREMENT,ORIGINAL,3,58,EXCEPTION,False
MAKING_ELEMENTS_OF_TWO_ARRAYS_SAME_WITH_MINIMUM_INCREMENTDECREMENT,ORIGINAL,4,506,EXCEPTION,False
MAKING_ELEMENTS_OF_TWO_ARRAYS_SAME_WITH_MINIMUM_INCREMENTDECREMENT,ORIGINAL,5,0,EXCEPTION,False
MAKING_ELEMENTS_OF_TWO_ARRAYS_SAME_WITH_MINIMUM_INCREMENTDECREMENT,ORIGINAL,6,105,EXCEPTION,False
MAKING_ELEMENTS_OF_TWO_ARRAYS_SAME_WITH_MINIMUM_INCREMENTDECREMENT,ORIGINAL,7,392,EXCEPTION,False
MAKING_ELEMENTS_OF_TWO_ARRAYS_SAME_WITH_MINIMUM_INCREMENTDECREMENT,ORIGINAL,8,5,EXCEPTION,False
MAKING_ELEMENTS_OF_TWO_ARRAYS_SAME_WITH_MINIMUM_INCREMENTDECREMENT,ORIGINAL,9,354,EXCEPTION,False
C_PROGRAM_CONCATENATE_STRING_GIVEN_NUMBER_TIMES,ORIGINAL,0,LPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaI,LPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaILPWsaI,True
C_PROGRAM_CONCATENATE_STRING_GIVEN_NUMBER_TIMES,ORIGINAL,1,903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104,903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104903751510490375151049037515104,True
C_PROGRAM_CONCATENATE_STRING_GIVEN_NUMBER_TIMES,ORIGINAL,2,0010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111,0010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111001000100101110010001001011100100010010111,True
C_PROGRAM_CONCATENATE_STRING_GIVEN_NUMBER_TIMES,ORIGINAL,3,SbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuE,SbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuESbwipuE,True
C_PROGRAM_CONCATENATE_STRING_GIVEN_NUMBER_TIMES,ORIGINAL,4,574314109574314109574314109574314109574314109,574314109574314109574314109574314109574314109,True
C_PROGRAM_CONCATENATE_STRING_GIVEN_NUMBER_TIMES,ORIGINAL,5,1101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101,1101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101110111011101,True
C_PROGRAM_CONCATENATE_STRING_GIVEN_NUMBER_TIMES,ORIGINAL,6,fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,True
C_PROGRAM_CONCATENATE_STRING_GIVEN_NUMBER_TIMES,ORIGINAL,7,068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068,068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068068,True
C_PROGRAM_CONCATENATE_STRING_GIVEN_NUMBER_TIMES,ORIGINAL,8,000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001,000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001000011001,True
C_PROGRAM_CONCATENATE_STRING_GIVEN_NUMBER_TIMES,ORIGINAL,9,BWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkC,BWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkCBWbUtIkC,True
COUNT_TRAILING_ZEROES_FACTORIAL_NUMBER,ORIGINAL,0,1,1,True
COUNT_TRAILING_ZEROES_FACTORIAL_NUMBER,ORIGINAL,1,9,9,True
COUNT_TRAILING_ZEROES_FACTORIAL_NUMBER,ORIGINAL,2,12,12,True
COUNT_TRAILING_ZEROES_FACTORIAL_NUMBER,ORIGINAL,3,7,7,True
COUNT_TRAILING_ZEROES_FACTORIAL_NUMBER,ORIGINAL,4,8,8,True
COUNT_TRAILING_ZEROES_FACTORIAL_NUMBER,ORIGINAL,5,12,12,True
COUNT_TRAILING_ZEROES_FACTORIAL_NUMBER,ORIGINAL,6,7,7,True
COUNT_TRAILING_ZEROES_FACTORIAL_NUMBER,ORIGINAL,7,10,10,True
COUNT_TRAILING_ZEROES_FACTORIAL_NUMBER,ORIGINAL,8,0,0,True
COUNT_TRAILING_ZEROES_FACTORIAL_NUMBER,ORIGINAL,9,18,18,True
FIND_A_FIXED_POINT_IN_A_GIVEN_ARRAY_1,ORIGINAL,0,-1,NA,False
FIND_A_FIXED_POINT_IN_A_GIVEN_ARRAY_1,ORIGINAL,1,3,NA,False
FIND_A_FIXED_POINT_IN_A_GIVEN_ARRAY_1,ORIGINAL,2,0,NA,False
FIND_A_FIXED_POINT_IN_A_GIVEN_ARRAY_1,ORIGINAL,3,-1,NA,False
FIND_A_FIXED_POINT_IN_A_GIVEN_ARRAY_1,ORIGINAL,4,2,NA,False
FIND_A_FIXED_POINT_IN_A_GIVEN_ARRAY_1,ORIGINAL,5,-1,NA,False
FIND_A_FIXED_POINT_IN_A_GIVEN_ARRAY_1,ORIGINAL,6,-1,NA,False
FIND_A_FIXED_POINT_IN_A_GIVEN_ARRAY_1,ORIGINAL,7,-1,NA,False
FIND_A_FIXED_POINT_IN_A_GIVEN_ARRAY_1,ORIGINAL,8,-1,NA,False
FIND_A_FIXED_POINT_IN_A_GIVEN_ARRAY_1,ORIGINAL,9,-1,NA,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,0,105314726,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,1,1695468950,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,2,1583522062,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,3,-680931104,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,4,7004156,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,5,961567366,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,6,1734148560,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,7,120130,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,8,7990,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,9,408494090,0,False
FLOOR_IN_A_SORTED_ARRAY_1,ORIGINAL,0,-1,-1,True
FLOOR_IN_A_SORTED_ARRAY_1,ORIGINAL,1,28,28,True
FLOOR_IN_A_SORTED_ARRAY_1,ORIGINAL,2,-1,-1,True
FLOOR_IN_A_SORTED_ARRAY_1,ORIGINAL,3,-1,-1,True
FLOOR_IN_A_SORTED_ARRAY_1,ORIGINAL,4,-1,-1,True
FLOOR_IN_A_SORTED_ARRAY_1,ORIGINAL,5,-1,-1,True
FLOOR_IN_A_SORTED_ARRAY_1,ORIGINAL,6,-1,-1,True
FLOOR_IN_A_SORTED_ARRAY_1,ORIGINAL,7,31,31,True
FLOOR_IN_A_SORTED_ARRAY_1,ORIGINAL,8,29,29,True
FLOOR_IN_A_SORTED_ARRAY_1,ORIGINAL,9,-1,-1,True
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,ORIGINAL,0,False,False,True
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,ORIGINAL,1,False,False,True
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,ORIGINAL,2,False,False,True
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,ORIGINAL,3,False,False,True
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,ORIGINAL,4,False,False,True
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,ORIGINAL,5,False,False,True
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,ORIGINAL,6,False,False,True
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,ORIGINAL,7,False,False,True
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,ORIGINAL,8,False,False,True
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,ORIGINAL,9,True,True,True
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES,ORIGINAL,0,11132,EXCEPTION,False
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES,ORIGINAL,1,4096,EXCEPTION,False
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES,ORIGINAL,2,7600,EXCEPTION,False
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES,ORIGINAL,3,392,EXCEPTION,False
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES,ORIGINAL,4,100,EXCEPTION,False
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES,ORIGINAL,5,10648,EXCEPTION,False
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES,ORIGINAL,6,0,0,True
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES,ORIGINAL,7,15625,EXCEPTION,False
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES,ORIGINAL,8,7220,EXCEPTION,False
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES,ORIGINAL,9,17576,EXCEPTION,False
MAXIMUM_SUM_2_X_N_GRID_NO_TWO_ELEMENTS_ADJACENT,ORIGINAL,0,34,EXCEPTION,False
MAXIMUM_SUM_2_X_N_GRID_NO_TWO_ELEMENTS_ADJACENT,ORIGINAL,1,832,EXCEPTION,False
MAXIMUM_SUM_2_X_N_GRID_NO_TWO_ELEMENTS_ADJACENT,ORIGINAL,2,0,EXCEPTION,False
MAXIMUM_SUM_2_X_N_GRID_NO_TWO_ELEMENTS_ADJACENT,ORIGINAL,3,212,EXCEPTION,False
MAXIMUM_SUM_2_X_N_GRID_NO_TWO_ELEMENTS_ADJACENT,ORIGINAL,4,58,EXCEPTION,False
MAXIMUM_SUM_2_X_N_GRID_NO_TWO_ELEMENTS_ADJACENT,ORIGINAL,5,13,EXCEPTION,False
MAXIMUM_SUM_2_X_N_GRID_NO_TWO_ELEMENTS_ADJACENT,ORIGINAL,6,47,EXCEPTION,False
MAXIMUM_SUM_2_X_N_GRID_NO_TWO_ELEMENTS_ADJACENT,ORIGINAL,7,372,EXCEPTION,False
MAXIMUM_SUM_2_X_N_GRID_NO_TWO_ELEMENTS_ADJACENT,ORIGINAL,8,3,EXCEPTION,False
MAXIMUM_SUM_2_X_N_GRID_NO_TWO_ELEMENTS_ADJACENT,ORIGINAL,9,1000,EXCEPTION,False
COUNT_POSSIBLE_DECODINGS_GIVEN_DIGIT_SEQUENCE_1,ORIGINAL,0,1,EXCEPTION,False
COUNT_POSSIBLE_DECODINGS_GIVEN_DIGIT_SEQUENCE_1,ORIGINAL,1,0,EXCEPTION,False
COUNT_POSSIBLE_DECODINGS_GIVEN_DIGIT_SEQUENCE_1,ORIGINAL,2,0,EXCEPTION,False
COUNT_POSSIBLE_DECODINGS_GIVEN_DIGIT_SEQUENCE_1,ORIGINAL,3,1,EXCEPTION,False
COUNT_POSSIBLE_DECODINGS_GIVEN_DIGIT_SEQUENCE_1,ORIGINAL,4,0,EXCEPTION,False
COUNT_POSSIBLE_DECODINGS_GIVEN_DIGIT_SEQUENCE_1,ORIGINAL,5,5,EXCEPTION,False
COUNT_POSSIBLE_DECODINGS_GIVEN_DIGIT_SEQUENCE_1,ORIGINAL,6,0,EXCEPTION,False
COUNT_POSSIBLE_DECODINGS_GIVEN_DIGIT_SEQUENCE_1,ORIGINAL,7,0,EXCEPTION,False
COUNT_POSSIBLE_DECODINGS_GIVEN_DIGIT_SEQUENCE_1,ORIGINAL,8,0,EXCEPTION,False
COUNT_POSSIBLE_DECODINGS_GIVEN_DIGIT_SEQUENCE_1,ORIGINAL,9,1,EXCEPTION,False
