class,mutant,result,test_index
NEXT_POWER_OF_2_1,ORIGINAL,32.0,8
NEXT_POWER_OF_2_1,ORIGINAL,8.0,9
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,47905.0,0
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,30856.0,1
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,47905.0,2
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,34220.0,3
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,4.0,4
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,147440.0,5
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,84.0,6
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,560.0,7
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,91881.0,8
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,105995.0,9
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,0
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,1
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,2
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,3
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,484.0,4
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,5
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,6
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,7
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,8
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,9
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,9.0,0
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,9.0,1
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,33.0,2
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,2.0,3
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,6.0,4
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,64.0,5
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,53.0,6
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,53.0,7
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,71.0,8
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,9.0,9
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,18.0,0
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,32768.0,1
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,32768.0,2
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,32768.0,3
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,64.0,4
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,31744.0,5
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,13824.0,6
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,19683.0,7
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,2744.0,8
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,80.0,9
TAIL_RECURSION_FIBONACCI,ORIGINAL,158.0,0
TAIL_RECURSION_FIBONACCI,ORIGINAL,197627515330128.0,1
TAIL_RECURSION_FIBONACCI,ORIGINAL,6.181288313453841e+20,2
TAIL_RECURSION_FIBONACCI,ORIGINAL,7.002545719433879e+16,3
TAIL_RECURSION_FIBONACCI,ORIGINAL,31625143150526.0,4
TAIL_RECURSION_FIBONACCI,ORIGINAL,1.7207851103610806e+18,5
TAIL_RECURSION_FIBONACCI,ORIGINAL,1235889750931.0,6
TAIL_RECURSION_FIBONACCI,ORIGINAL,17857820747741.0,7
TAIL_RECURSION_FIBONACCI,ORIGINAL,461254675400.0,8
TAIL_RECURSION_FIBONACCI,ORIGINAL,6.532387970229187e+18,9
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,85.0,0
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,101.0,1
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,71.0,2
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,74.0,3
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,93.0,4
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,66.0,5
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,85.0,6
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,11.0,7
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,6.0,8
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,96.0,9
EULERS_CRITERION_CHECK_IF_SQUARE_ROOT_UNDER_MODULO_P_EXISTS,ORIGINAL,False,0
EULERS_CRITERION_CHECK_IF_SQUARE_ROOT_UNDER_MODULO_P_EXISTS,ORIGINAL,False,1
EULERS_CRITERION_CHECK_IF_SQUARE_ROOT_UNDER_MODULO_P_EXISTS,ORIGINAL,True,2
EULERS_CRITERION_CHECK_IF_SQUARE_ROOT_UNDER_MODULO_P_EXISTS,ORIGINAL,False,3
EULERS_CRITERION_CHECK_IF_SQUARE_ROOT_UNDER_MODULO_P_EXISTS,ORIGINAL,True,4
EULERS_CRITERION_CHECK_IF_SQUARE_ROOT_UNDER_MODULO_P_EXISTS,ORIGINAL,False,5
EULERS_CRITERION_CHECK_IF_SQUARE_ROOT_UNDER_MODULO_P_EXISTS,ORIGINAL,True,6
EULERS_CRITERION_CHECK_IF_SQUARE_ROOT_UNDER_MODULO_P_EXISTS,ORIGINAL,False,7
EULERS_CRITERION_CHECK_IF_SQUARE_ROOT_UNDER_MODULO_P_EXISTS,ORIGINAL,False,8
EULERS_CRITERION_CHECK_IF_SQUARE_ROOT_UNDER_MODULO_P_EXISTS,ORIGINAL,False,9
FIND_THE_FIRST_MISSING_NUMBER,ORIGINAL,19.0,0
FIND_THE_FIRST_MISSING_NUMBER,ORIGINAL,19.0,1
FIND_THE_FIRST_MISSING_NUMBER,ORIGINAL,26.0,2
FIND_THE_FIRST_MISSING_NUMBER,ORIGINAL,20.0,3
FIND_THE_FIRST_MISSING_NUMBER,ORIGINAL,8.0,4
FIND_THE_FIRST_MISSING_NUMBER,ORIGINAL,24.0,5
FIND_THE_FIRST_MISSING_NUMBER,ORIGINAL,0.0,6
FIND_THE_FIRST_MISSING_NUMBER,ORIGINAL,32.0,7
FIND_THE_FIRST_MISSING_NUMBER,ORIGINAL,28.0,8
FIND_THE_FIRST_MISSING_NUMBER,ORIGINAL,0.0,9
POSITION_OF_RIGHTMOST_SET_BIT_1,ORIGINAL,1.0,0
POSITION_OF_RIGHTMOST_SET_BIT_1,ORIGINAL,1.0,1
POSITION_OF_RIGHTMOST_SET_BIT_1,ORIGINAL,1.0,2
POSITION_OF_RIGHTMOST_SET_BIT_1,ORIGINAL,3.0,3
POSITION_OF_RIGHTMOST_SET_BIT_1,ORIGINAL,2.0,4
POSITION_OF_RIGHTMOST_SET_BIT_1,ORIGINAL,3.0,5
POSITION_OF_RIGHTMOST_SET_BIT_1,ORIGINAL,4.0,6
POSITION_OF_RIGHTMOST_SET_BIT_1,ORIGINAL,2.0,7
POSITION_OF_RIGHTMOST_SET_BIT_1,ORIGINAL,1.0,8
POSITION_OF_RIGHTMOST_SET_BIT_1,ORIGINAL,1.0,9
FIND_FIRST_NATURAL_NUMBER_WHOSE_FACTORIAL_DIVISIBLE_X,ORIGINAL,67.0,0
FIND_FIRST_NATURAL_NUMBER_WHOSE_FACTORIAL_DIVISIBLE_X,ORIGINAL,47.0,1
FIND_FIRST_NATURAL_NUMBER_WHOSE_FACTORIAL_DIVISIBLE_X,ORIGINAL,19.0,2
FIND_FIRST_NATURAL_NUMBER_WHOSE_FACTORIAL_DIVISIBLE_X,ORIGINAL,89.0,3
FIND_FIRST_NATURAL_NUMBER_WHOSE_FACTORIAL_DIVISIBLE_X,ORIGINAL,67.0,4
FIND_FIRST_NATURAL_NUMBER_WHOSE_FACTORIAL_DIVISIBLE_X,ORIGINAL,5.0,5
FIND_FIRST_NATURAL_NUMBER_WHOSE_FACTORIAL_DIVISIBLE_X,ORIGINAL,6.0,6
FIND_FIRST_NATURAL_NUMBER_WHOSE_FACTORIAL_DIVISIBLE_X,ORIGINAL,83.0,7
FIND_FIRST_NATURAL_NUMBER_WHOSE_FACTORIAL_DIVISIBLE_X,ORIGINAL,31.0,8
FIND_FIRST_NATURAL_NUMBER_WHOSE_FACTORIAL_DIVISIBLE_X,ORIGINAL,43.0,9
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,4.863064503445833e+18,0
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,4.044912670012246e+40,1
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,73.0,2
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,4.439152634035859e+21,3
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,-5.6327564746887706e+38,4
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,1.4575198352436219e+25,5
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,2.602117847418816e+27,6
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,-7.620126224138079e+39,7
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,292561.0,8
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,67907758875578.0,9
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD,ORIGINAL,True,0
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD,ORIGINAL,False,1
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD,ORIGINAL,True,2
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD,ORIGINAL,False,3
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD,ORIGINAL,False,4
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD,ORIGINAL,False,5
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD,ORIGINAL,False,6
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD,ORIGINAL,False,7
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD,ORIGINAL,False,8
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD,ORIGINAL,False,9
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,83271.0,0
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,23383.0,1
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,164359.0,2
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,389483.0,3
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,194619.0,4
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,2073.0,5
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,340869.0,6
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,3459.0,7
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,143848.0,8
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,157319.0,9
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,16.0,0
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,32.0,1
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,1.0,2
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,32.0,3
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,128.0,4
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,128.0,5
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,64.0,6
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,64.0,7
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,128.0,8
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,ORIGINAL,64.0,9
MAXIMUM_POINTS_INTERSECTION_N_CIRCLES,ORIGINAL,870.0,0
MAXIMUM_POINTS_INTERSECTION_N_CIRCLES,ORIGINAL,600.0,1
MAXIMUM_POINTS_INTERSECTION_N_CIRCLES,ORIGINAL,4692.0,2
MAXIMUM_POINTS_INTERSECTION_N_CIRCLES,ORIGINAL,1482.0,3
MAXIMUM_POINTS_INTERSECTION_N_CIRCLES,ORIGINAL,182.0,4
MAXIMUM_POINTS_INTERSECTION_N_CIRCLES,ORIGINAL,3540.0,5
MAXIMUM_POINTS_INTERSECTION_N_CIRCLES,ORIGINAL,7832.0,6
MAXIMUM_POINTS_INTERSECTION_N_CIRCLES,ORIGINAL,702.0,7
MAXIMUM_POINTS_INTERSECTION_N_CIRCLES,ORIGINAL,812.0,8
MAXIMUM_POINTS_INTERSECTION_N_CIRCLES,ORIGINAL,812.0,9
COUNT_NEGATIVE_NUMBERS_IN_A_COLUMN_WISE_ROW_WISE_SORTED_MATRIX_1,ORIGINAL,309.0,0
COUNT_NEGATIVE_NUMBERS_IN_A_COLUMN_WISE_ROW_WISE_SORTED_MATRIX_1,ORIGINAL,1.0,1
COUNT_NEGATIVE_NUMBERS_IN_A_COLUMN_WISE_ROW_WISE_SORTED_MATRIX_1,ORIGINAL,454.0,2
COUNT_NEGATIVE_NUMBERS_IN_A_COLUMN_WISE_ROW_WISE_SORTED_MATRIX_1,ORIGINAL,0.0,3
COUNT_NEGATIVE_NUMBERS_IN_A_COLUMN_WISE_ROW_WISE_SORTED_MATRIX_1,ORIGINAL,60.0,4
COUNT_NEGATIVE_NUMBERS_IN_A_COLUMN_WISE_ROW_WISE_SORTED_MATRIX_1,ORIGINAL,20.0,5
COUNT_NEGATIVE_NUMBERS_IN_A_COLUMN_WISE_ROW_WISE_SORTED_MATRIX_1,ORIGINAL,185.0,6
COUNT_NEGATIVE_NUMBERS_IN_A_COLUMN_WISE_ROW_WISE_SORTED_MATRIX_1,ORIGINAL,63.0,7
COUNT_NEGATIVE_NUMBERS_IN_A_COLUMN_WISE_ROW_WISE_SORTED_MATRIX_1,ORIGINAL,191.0,8
COUNT_NEGATIVE_NUMBERS_IN_A_COLUMN_WISE_ROW_WISE_SORTED_MATRIX_1,ORIGINAL,295.0,9
FIND_WHETHER_GIVEN_INTEGER_POWER_3_NOT,ORIGINAL,True,0
FIND_WHETHER_GIVEN_INTEGER_POWER_3_NOT,ORIGINAL,True,1
FIND_WHETHER_GIVEN_INTEGER_POWER_3_NOT,ORIGINAL,True,2
FIND_WHETHER_GIVEN_INTEGER_POWER_3_NOT,ORIGINAL,True,3
FIND_WHETHER_GIVEN_INTEGER_POWER_3_NOT,ORIGINAL,True,4
FIND_WHETHER_GIVEN_INTEGER_POWER_3_NOT,ORIGINAL,False,5
FIND_WHETHER_GIVEN_INTEGER_POWER_3_NOT,ORIGINAL,False,6
FIND_WHETHER_GIVEN_INTEGER_POWER_3_NOT,ORIGINAL,False,7
FIND_WHETHER_GIVEN_INTEGER_POWER_3_NOT,ORIGINAL,False,8
FIND_WHETHER_GIVEN_INTEGER_POWER_3_NOT,ORIGINAL,False,9
SUM_SERIES_12_32_52_2N_12,ORIGINAL,3654.0,0
SUM_SERIES_12_32_52_2N_12,ORIGINAL,302621.0,1
SUM_SERIES_12_32_52_2N_12,ORIGINAL,67525.0,2
SUM_SERIES_12_32_52_2N_12,ORIGINAL,848046.0,3
SUM_SERIES_12_32_52_2N_12,ORIGINAL,138415.0,4
SUM_SERIES_12_32_52_2N_12,ORIGINAL,1254890.0,5
SUM_SERIES_12_32_52_2N_12,ORIGINAL,457310.0,6
SUM_SERIES_12_32_52_2N_12,ORIGINAL,18424.0,7
SUM_SERIES_12_32_52_2N_12,ORIGINAL,585276.0,8
SUM_SERIES_12_32_52_2N_12,ORIGINAL,18424.0,9
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM_1,ORIGINAL,0.0,0
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM_1,ORIGINAL,0.0,1
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM_1,ORIGINAL,0.0,2
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM_1,ORIGINAL,0.0,3
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM_1,ORIGINAL,4.0,4
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM_1,ORIGINAL,0.0,5
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM_1,ORIGINAL,1.0,6
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM_1,ORIGINAL,0.0,7
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM_1,ORIGINAL,0.0,8
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM_1,ORIGINAL,0.0,9
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,33.0,0
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,14.0,1
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,7.0,2
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,4.0,3
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,64.0,4
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,1.0,5
ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,ORIGINAL,14.0,6
