class,mutant,result,test_index
CENTER_ELEMENT_OF_MATRIX_EQUALS_SUMS_OF_HALF_DIAGONALS,ORIGINAL,false,7
CENTER_ELEMENT_OF_MATRIX_EQUALS_SUMS_OF_HALF_DIAGONALS,ORIGINAL,false,8
CENTER_ELEMENT_OF_MATRIX_EQUALS_SUMS_OF_HALF_DIAGONALS,ORIGINAL,false,9
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,790244.0,0
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,540274.0,1
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,1004731.0,2
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,52394.0,3
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,62196.0,4
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,29260.0,5
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,457310.0,6
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,455.0,7
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,18424.0,8
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,138415.0,9
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,1.0,0
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,1.0,1
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,1.0,2
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,0.0,3
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,0.0,4
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,1.0,5
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,0.0,6
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,0.0,7
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,0.0,8
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,0.0,9
DYCK_PATH,ORIGINAL,-403225.0,0
DYCK_PATH,ORIGINAL,-258695.0,1
DYCK_PATH,ORIGINAL,560185.0,2
DYCK_PATH,ORIGINAL,2511391.0,3
DYCK_PATH,ORIGINAL,428963.0,4
DYCK_PATH,ORIGINAL,742900.0,5
DYCK_PATH,ORIGINAL,429.0,6
DYCK_PATH,ORIGINAL,-220516.0,7
DYCK_PATH,ORIGINAL,-213960.0,8
DYCK_PATH,ORIGINAL,467294.0,9
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,2.0,0
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,1.0,1
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,2.0,2
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,1.0,3
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,1.0,4
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,12.0,5
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,3.0,6
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,1.0,7
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,2.0,8
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,2.0,9
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,4.0,0
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,4.0,1
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,4.0,2
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,4.0,3
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,4.0,4
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,3.0,5
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,3.0,6
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,4.0,7
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,3.0,8
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,4.0,9
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,true,0
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,true,1
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,true,2
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,false,3
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,false,4
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,false,5
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,false,6
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,false,7
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,true,8
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,false,9
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,false,0
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,true,1
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,false,2
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,true,3
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,false,4
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,false,5
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,false,6
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,true,7
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,false,8
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,false,9
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,283.0,0
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,66.0,1
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,2.0,2
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,236.0,3
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,-4.0,4
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,2.0,5
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,168.0,6
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,166.0,7
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,3.0,8
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,64.0,9
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,41.0,0
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,87.0,1
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,7.0,2
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,87.0,3
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,57.0,4
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,19.0,5
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,63.0,6
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,17.0,7
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,41.0,8
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,5.0,9
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,2.0,0
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,3.0,1
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,0.0,2
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,0.0,3
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,7.0,4
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,1.0,5
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,3.0,6
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,1.0,7
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,1.0,8
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,2.0,9
NEXT_POWER_OF_2_1,ORIGINAL,8.0,0
NEXT_POWER_OF_2_1,ORIGINAL,128.0,1
NEXT_POWER_OF_2_1,ORIGINAL,32.0,2
NEXT_POWER_OF_2_1,ORIGINAL,64.0,3
NEXT_POWER_OF_2_1,ORIGINAL,32.0,4
NEXT_POWER_OF_2_1,ORIGINAL,2.0,5
NEXT_POWER_OF_2_1,ORIGINAL,8.0,6
NEXT_POWER_OF_2_1,ORIGINAL,128.0,7
NEXT_POWER_OF_2_1,ORIGINAL,32.0,8
NEXT_POWER_OF_2_1,ORIGINAL,8.0,9
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,47905.0,0
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,30856.0,1
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,47905.0,2
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,34220.0,3
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,4.0,4
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,147440.0,5
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,84.0,6
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,560.0,7
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,91881.0,8
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,105995.0,9
FIND_MAXIMUM_SUM_POSSIBLE_EQUAL_SUM_THREE_STACKS,ORIGINAL,0.0,0
FIND_MAXIMUM_SUM_POSSIBLE_EQUAL_SUM_THREE_STACKS,ORIGINAL,0.0,1
FIND_MAXIMUM_SUM_POSSIBLE_EQUAL_SUM_THREE_STACKS,ORIGINAL,0.0,2
FIND_MAXIMUM_SUM_POSSIBLE_EQUAL_SUM_THREE_STACKS,ORIGINAL,0.0,3
FIND_MAXIMUM_SUM_POSSIBLE_EQUAL_SUM_THREE_STACKS,ORIGINAL,0.0,4
FIND_MAXIMUM_SUM_POSSIBLE_EQUAL_SUM_THREE_STACKS,ORIGINAL,7.0,5
FIND_MAXIMUM_SUM_POSSIBLE_EQUAL_SUM_THREE_STACKS,ORIGINAL,0.0,6
FIND_MAXIMUM_SUM_POSSIBLE_EQUAL_SUM_THREE_STACKS,ORIGINAL,0.0,7
FIND_MAXIMUM_SUM_POSSIBLE_EQUAL_SUM_THREE_STACKS,ORIGINAL,2.0,8
FIND_MAXIMUM_SUM_POSSIBLE_EQUAL_SUM_THREE_STACKS,ORIGINAL,0.0,9
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,0
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,1
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,2
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,3
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,484.0,4
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,5
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,6
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,7
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,8
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS,ORIGINAL,0.0,9
BINARY_REPRESENTATION_OF_NEXT_NUMBER,ORIGINAL,1000.0,0
BINARY_REPRESENTATION_OF_NEXT_NUMBER,ORIGINAL,48710000000000.0,1
BINARY_REPRESENTATION_OF_NEXT_NUMBER,ORIGINAL,10.0,2
BINARY_REPRESENTATION_OF_NEXT_NUMBER,ORIGINAL,10000000000.0,3
BINARY_REPRESENTATION_OF_NEXT_NUMBER,ORIGINAL,8410000000.0,4
BINARY_REPRESENTATION_OF_NEXT_NUMBER,ORIGINAL,10.0,5
BINARY_REPRESENTATION_OF_NEXT_NUMBER,ORIGINAL,10000000000.0,6
BINARY_REPRESENTATION_OF_NEXT_NUMBER,ORIGINAL,100000000.0,7
BINARY_REPRESENTATION_OF_NEXT_NUMBER,ORIGINAL,1110.0,8
BINARY_REPRESENTATION_OF_NEXT_NUMBER,ORIGINAL,1000000000.0,9
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,9.0,0
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,9.0,1
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,33.0,2
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,2.0,3
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,6.0,4
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,64.0,5
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,53.0,6
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,53.0,7
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,71.0,8
DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION,ORIGINAL,9.0,9
FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY,ORIGINAL,-1.0,0
FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY,ORIGINAL,921984.0,1
FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY,ORIGINAL,-1.0,2
FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY,ORIGINAL,931491.0,3
FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY,ORIGINAL,69440.0,4
FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY,ORIGINAL,1.0,5
FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY,ORIGINAL,230400.0,6
FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY,ORIGINAL,740880.0,7
FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY,ORIGINAL,0.0,8
FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY,ORIGINAL,477360.0,9
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,18.0,0
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,32768.0,1
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,32768.0,2
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,32768.0,3
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,64.0,4
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,31744.0,5
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,13824.0,6
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,19683.0,7
MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1,ORIGINAL,2744.0,8
