class,mutant,index,result_java,result_python,equal_results
FIND_SUM_EVEN_INDEX_BINOMIAL_COEFFICIENTS,ORIGINAL,7,0,NA,False
FIND_SUM_EVEN_INDEX_BINOMIAL_COEFFICIENTS,ORIGINAL,8,0,NA,False
FIND_SUM_EVEN_INDEX_BINOMIAL_COEFFICIENTS,ORIGINAL,9,0,NA,False
COUNT_OF_PAIRS_SATISFYING_THE_GIVEN_CONDITION,ORIGINAL,0,31,NA,False
COUNT_OF_PAIRS_SATISFYING_THE_GIVEN_CONDITION,ORIGINAL,1,72,NA,False
COUNT_OF_PAIRS_SATISFYING_THE_GIVEN_CONDITION,ORIGINAL,2,23,NA,False
COUNT_OF_PAIRS_SATISFYING_THE_GIVEN_CONDITION,ORIGINAL,3,42,NA,False
COUNT_OF_PAIRS_SATISFYING_THE_GIVEN_CONDITION,ORIGINAL,4,0,NA,False
COUNT_OF_PAIRS_SATISFYING_THE_GIVEN_CONDITION,ORIGINAL,5,0,NA,False
COUNT_OF_PAIRS_SATISFYING_THE_GIVEN_CONDITION,ORIGINAL,6,33,NA,False
COUNT_OF_PAIRS_SATISFYING_THE_GIVEN_CONDITION,ORIGINAL,7,94,NA,False
COUNT_OF_PAIRS_SATISFYING_THE_GIVEN_CONDITION,ORIGINAL,8,60,NA,False
COUNT_OF_PAIRS_SATISFYING_THE_GIVEN_CONDITION,ORIGINAL,9,11,NA,False
COUNT_TOTAL_SET_BITS_IN_ALL_NUMBERS_FROM_1_TO_N,ORIGINAL,0,279,NA,False
COUNT_TOTAL_SET_BITS_IN_ALL_NUMBERS_FROM_1_TO_N,ORIGINAL,1,159,NA,False
COUNT_TOTAL_SET_BITS_IN_ALL_NUMBERS_FROM_1_TO_N,ORIGINAL,2,112,NA,False
COUNT_TOTAL_SET_BITS_IN_ALL_NUMBERS_FROM_1_TO_N,ORIGINAL,3,80,NA,False
COUNT_TOTAL_SET_BITS_IN_ALL_NUMBERS_FROM_1_TO_N,ORIGINAL,4,231,NA,False
COUNT_TOTAL_SET_BITS_IN_ALL_NUMBERS_FROM_1_TO_N,ORIGINAL,5,88,NA,False
COUNT_TOTAL_SET_BITS_IN_ALL_NUMBERS_FROM_1_TO_N,ORIGINAL,6,112,NA,False
COUNT_TOTAL_SET_BITS_IN_ALL_NUMBERS_FROM_1_TO_N,ORIGINAL,7,197,NA,False
COUNT_TOTAL_SET_BITS_IN_ALL_NUMBERS_FROM_1_TO_N,ORIGINAL,8,32,NA,False
COUNT_TOTAL_SET_BITS_IN_ALL_NUMBERS_FROM_1_TO_N,ORIGINAL,9,304,NA,False
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,0,83271,83271,True
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,1,23383,23383,True
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,2,164359,164359,True
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,3,389483,389483,True
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,4,194619,194619,True
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,5,2073,2073,True
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,6,340869,340869,True
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,7,3459,3459,True
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,8,143848,143848,True
COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1,ORIGINAL,9,157319,157319,True
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,0,105314726,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,1,1695468950,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,2,1583522062,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,3,-680931104,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,4,7004156,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,5,961567366,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,6,1734148560,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,7,120130,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,8,7990,0,False
MOBILE_NUMERIC_KEYPAD_PROBLEM,ORIGINAL,9,408494090,0,False
FIND_SMALLEST_VALUE_REPRESENTED_SUM_SUBSET_GIVEN_ARRAY,ORIGINAL,0,1,1,True
FIND_SMALLEST_VALUE_REPRESENTED_SUM_SUBSET_GIVEN_ARRAY,ORIGINAL,1,-95,-95,True
FIND_SMALLEST_VALUE_REPRESENTED_SUM_SUBSET_GIVEN_ARRAY,ORIGINAL,2,4,4,True
FIND_SMALLEST_VALUE_REPRESENTED_SUM_SUBSET_GIVEN_ARRAY,ORIGINAL,3,1,1,True
FIND_SMALLEST_VALUE_REPRESENTED_SUM_SUBSET_GIVEN_ARRAY,ORIGINAL,4,-93,-93,True
