class,Mutation-based Translation Score,Computational Accuracy
FIND_INDEX_GIVEN_FIBONACCI_NUMBER_CONSTANT_TIME_1,1.0,0.0
FIND_LARGEST_PRIME_FACTOR_NUMBER,0.9904761904761905,0.0
FIND_MAXIMUM_AVERAGE_SUBARRAY_OF_K_LENGTH,0.9515151515151515,0.0
FIND_MAXIMUM_DOT_PRODUCT_TWO_ARRAYS_INSERTION_0S,1.0,0.0
FIND_MAXIMUM_HEIGHT_PYRAMID_FROM_THE_GIVEN_ARRAY_OF_OBJECTS,0.989247311827957,0.0
FIND_MAXIMUM_SUM_POSSIBLE_EQUAL_SUM_THREE_STACKS,0.9917695473251029,0.0
FIND_MINIMUM_DIFFERENCE_PAIR,0.5517241379310345,0.0
FIND_MINIMUM_DIFFERENCE_PAIR_1,1.0,0.0
FIND_MINIMUM_NUMBER_DIVIDED_MAKE_NUMBER_PERFECT_SQUARE,0.9821428571428571,0.0
FIND_MINIMUM_SUM_FACTORS_NUMBER,0.9324324324324325,0.0
FIND_NUMBER_TIMES_STRING_OCCURS_GIVEN_STRING_1,1.0,0.0
FIND_N_TH_ELEMENT_FROM_STERNS_DIATOMIC_SERIES,0.9882352941176471,0.0
FIND_REPETITIVE_ELEMENT_1_N_1,0.7142857142857143,0.0
FIND_SMALLEST_VALUE_REPRESENTED_SUM_SUBSET_GIVEN_ARRAY,0.9361702127659575,0.0
FIND_SUM_EVEN_FACTORS_NUMBER,0.9325842696629213,0.0
FIND_SUM_EVEN_INDEX_BINOMIAL_COEFFICIENTS,1.0,0.0
FIND_SUM_NODES_GIVEN_PERFECT_BINARY_TREE_1,1.0,0.0
FIND_SUM_NON_REPEATING_DISTINCT_ELEMENTS_ARRAY,0.8387096774193549,0.0
FIND_SUM_ODD_FACTORS_NUMBER,0.9930555555555556,0.0
FIND_THE_ELEMENT_BEFORE_WHICH_ALL_THE_ELEMENTS_ARE_SMALLER_THAN_IT_AND_AFTER_WHICH_ALL_ARE_GREATER_THAN_IT,0.8686868686868687,0.0
FIND_THE_ELEMENT_THAT_APPEARS_ONCE,0.3953488372093023,0.0
FIND_THE_MINIMUM_DISTANCE_BETWEEN_TWO_NUMBERS,0.9940119760479041,0.0
FIND_THE_MINIMUM_DISTANCE_BETWEEN_TWO_NUMBERS_1,0.9944444444444445,0.0
FIND_THE_MISSING_NUMBER_1,0.8043478260869565,0.0
FIND_THE_MISSING_NUMBER_2,0.9,0.0
FIND_THE_NUMBER_OCCURRING_ODD_NUMBER_OF_TIMES,0.6049382716049383,0.0
FIND_UNIT_DIGIT_X_RAISED_POWER_Y_1,0.6164383561643836,0.0
FIND_VALUE_OF_Y_MOD_2_RAISED_TO_POWER_X,0.9459459459459459,0.0
FIND_WHETHER_GIVEN_INTEGER_POWER_3_NOT,0.9545454545454546,0.0
FIRST_UPPERCASE_LETTER_IN_A_STRING_ITERATIVE_AND_RECURSIVE,0.5384615384615384,0.0
FORM_MINIMUM_NUMBER_FROM_GIVEN_SEQUENCE_1,0.776595744680851,0.0
FORM_SMALLEST_NUMBER_USING_ONE_SWAP_OPERATION,0.9852941176470589,0.0
FREQUENT_ELEMENT_ARRAY,0.9921875,0.0
FRIENDS_PAIRING_PROBLEM,0.9295774647887324,0.0
FUNCTION_COPY_STRING_ITERATIVE_RECURSIVE_1,1.0,0.0
GCD_ELEMENTS_GIVEN_RANGE,0.96,0.0
GIVEN_LARGE_NUMBER_CHECK_SUBSEQUENCE_DIGITS_DIVISIBLE_8,0.9444444444444444,0.0
GOLD_MINE_PROBLEM,1.0,0.0
GOOGLE_CASE_GIVEN_SENTENCE,0.3064516129032258,0.0
HARDY_RAMANUJAN_THEOREM,1.0,0.0
HEIGHT_COMPLETE_BINARY_TREE_HEAP_N_NODES,0.9285714285714286,0.0
HEXAGONAL_NUMBER,0.4,0.0
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT,0.3541666666666667,0.0
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_1,1.0,0.0
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_2,0.9705882352941176,0.0
HOW_TO_CHECK_IF_A_GIVEN_ARRAY_REPRESENTS_A_BINARY_HEAP,0.9354838709677419,0.0
HOW_TO_PRINT_MAXIMUM_NUMBER_OF_A_USING_GIVEN_FOUR_KEYS,0.93,0.0
K_TH_DIGIT_RAISED_POWER_B,0.7669902912621359,0.0
K_TH_DISTINCT_OR_NON_REPEATING_ELEMENT_IN_AN_ARRAY_1,0.3804347826086957,0.0
K_TH_ELEMENT_TWO_SORTED_ARRAYS,1.0,0.0
K_TH_LARGEST_SUM_CONTIGUOUS_SUBARRAY,1.0,0.0
K_TH_PRIME_FACTOR_GIVEN_NUMBER,0.9943820224719101,0.0
LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S_1,0.9877049180327869,0.0
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,1.0,0.0
LENGTH_LONGEST_STRICT_BITONIC_SUBSEQUENCE,1.0,0.0
LENGTH_OF_THE_LONGEST_ARITHMATIC_PROGRESSION_IN_A_SORTED_ARRAY,0.3263157894736842,0.0
LEONARDO_NUMBER_1,0.8823529411764706,0.0
LEXICOGRAPHICALLY_MINIMUM_STRING_ROTATION,0.875,0.0
LEXICOGRAPHICAL_CONCATENATION_SUBSTRINGS_STRING,0.5,0.0
LONGEST_COMMON_SUBSTRING,0.97,0.0
LONGEST_PALINDROME_SUBSEQUENCE_SPACE,0.9545454545454546,0.0
LONGEST_PREFIX_ALSO_SUFFIX_1,1.0,0.0
LONGEST_REPEATING_SUBSEQUENCE,1.0,0.0
LONGEST_SUBARRAY_COUNT_1S_ONE_COUNT_0S,0.9421487603305785,0.0
MAKING_ELEMENTS_OF_TWO_ARRAYS_SAME_WITH_MINIMUM_INCREMENTDECREMENT,1.0,0.0
MAXIMIZE_SUM_ARRII,1.0,0.0
MAXIMIZE_SUM_CONSECUTIVE_DIFFERENCES_CIRCULAR_ARRAY,0.984375,0.0
MAXIMUM_AREA_RECTANGLE_PICKING_FOUR_SIDES_ARRAY,1.0,0.0
MAXIMUM_AVERAGE_SUM_PARTITION_ARRAY,0.9272727272727272,0.0
MAXIMUM_BINOMIAL_COEFFICIENT_TERM_VALUE,1.0,0.0
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,0.9365079365079365,0.0
MAXIMUM_DIFFERENCE_SUM_ELEMENTS_TWO_ROWS_MATRIX,0.9914529914529915,0.0
MAXIMUM_EQULIBRIUM_SUM_ARRAY,0.93,0.0
MAXIMUM_GAMES_PLAYED_WINNER,1.0,0.0
MAXIMUM_HEIGHT_OF_TRIANGULAR_ARRANGEMENT_OF_ARRAY_VALUES_1,0.9722222222222222,0.0
MAXIMUM_LENGTH_SUBSEQUENCE_DIFFERENCE_ADJACENT_ELEMENTS_EITHER_0_1,0.45454545454545453,0.0
MAXIMUM_NUMBER_2X2_SQUARES_CAN_FIT_INSIDE_RIGHT_ISOSCELES_TRIANGLE,0.7076923076923077,0.0
MAXIMUM_NUMBER_CHOCOLATES_DISTRIBUTED_EQUALLY_AMONG_K_STUDENTS,0.95625,0.0
MAXIMUM_NUMBER_OF_SQUARES_THAT_CAN_BE_FIT_IN_A_RIGHT_ANGLE_ISOSCELES_TRIANGLE,0.5964912280701754,0.0
MAXIMUM_NUMBER_SEGMENTS_LENGTHS_B_C,1.0,0.0
MAXIMUM_POSSIBLE_SUM_WINDOW_ARRAY_ELEMENTS_WINDOW_ARRAY_UNIQUE,0.9333333333333333,0.0
MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,1.0,0.0
MAXIMUM_PROFIT_BY_BUYING_AND_SELLING_A_SHARE_AT_MOST_K_TIMES_1,1.0,0.0
MAXIMUM_REMOVAL_FROM_ARRAY_WHEN_REMOVAL_TIME_WAITING_TIME,0.9782608695652174,0.0
MAXIMUM_SUBARRAY_SUM_ARRAY_CREATED_REPEATED_CONCATENATION,0.9204545454545454,0.0
MAXIMUM_SUBARRAY_SUM_USING_PREFIX_SUM,0.972972972972973,0.0
MAXIMUM_SUBSEQUENCE_SUM_SUCH_THAT_NO_THREE_ARE_CONSECUTIVE,1.0,0.0
MAXIMUM_SUM_2_X_N_GRID_NO_TWO_ELEMENTS_ADJACENT,0.631578947368421,0.0
MAXIMUM_SUM_BITONIC_SUBARRAY,1.0,0.0
MAXIMUM_SUM_IARRI_AMONG_ROTATIONS_GIVEN_ARRAY,0.9736842105263158,0.0
MAXIMUM_SUM_PAIRS_SPECIFIC_DIFFERENCE,1.0,0.0
MAXIMUM_SUM_SUBARRAY_REMOVING_ONE_ELEMENT,1.0,0.0
MAXIMUM_SUM_SUBSEQUENCE_LEAST_K_DISTANT_ELEMENTS,0.9882352941176471,0.0
MAXIMUM_TRIPLET_SUM_ARRAY_1,0.9782608695652174,0.0
MAXIMUM_TRIPLET_SUM_ARRAY_2,0.5149253731343284,0.0
MAXIMUM_VALUE_CHOICE_EITHER_DIVIDING_CONSIDERING,0.8333333333333334,0.0
MAXIMUM_WEIGHT_PATH_ENDING_ELEMENT_LAST_ROW_MATRIX,1.0,0.0
MAXIMUM_XOR_VALUE_MATRIX,0.5769230769230769,0.0
MEDIAN_OF_TWO_SORTED_ARRAYS,0.9465648854961832,0.0
MINIMIZE_SUM_PRODUCT_TWO_ARRAYS_PERMUTATIONS_ALLOWED,1.0,0.0
MINIMIZE_THE_SUM_OF_DIGITS_OF_A_AND_B_SUCH_THAT_A_B_N,0.3018867924528302,0.0
MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,0.868421052631579,0.0
MINIMUM_COST_CONNECT_WEIGHTED_NODES_REPRESENTED_ARRAY,1.0,0.0
MINIMUM_COST_CUT_BOARD_SQUARES,1.0,0.0
MINIMUM_COST_FOR_ACQUIRING_ALL_COINS_WITH_K_EXTRA_COINS_ALLOWED_WITH_EVERY_COIN,1.0,0.0
MINIMUM_COST_SORT_MATRIX_NUMBERS_0_N2_1,0.9557522123893806,0.0
MINIMUM_DIFFERENCE_MAX_MIN_K_SIZE_SUBSETS,1.0,0.0
MINIMUM_INCREMENT_K_OPERATIONS_MAKE_ELEMENTS_EQUAL,0.9875,0.0
MINIMUM_INSERTIONS_SORT_ARRAY,0.6363636363636364,0.0
MINIMUM_LENGTH_SUBARRAY_SUM_GREATER_GIVEN_VALUE,0.9902912621359223,0.0
MINIMUM_LENGTH_SUBARRAY_SUM_GREATER_GIVEN_VALUE_1,0.9568345323741008,0.0
MINIMUM_NUMBER_OF_JUMPS_TO_REACH_END_OF_A_GIVEN_ARRAY_1,1.0,0.0
MINIMUM_NUMBER_OF_JUMPS_TO_REACH_END_OF_A_GIVEN_ARRAY_2,0.9883720930232558,0.0
MINIMUM_NUMBER_PLATFORMS_REQUIRED_RAILWAYBUS_STATION,0.975609756097561,0.0
MINIMUM_PERIMETER_N_BLOCKS,1.0,0.0
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,0.3592233009708738,0.0
MINIMUM_STEPS_MINIMIZE_N_PER_GIVEN_CONDITION,0.3111111111111111,0.0
MINIMUM_STEPS_TO_DELETE_A_STRING_AFTER_REPEATED_DELETION_OF_PALINDROME_SUBSTRINGS,1.0,0.0
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,1.0,0.0
MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY,1.0,0.0
MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY_2,1.0,0.0
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,0.9929577464788732,0.0
MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,0.6235294117647059,0.0
MINIMUM_XOR_VALUE_PAIR,0.543859649122807,0.0
MINIMUM_XOR_VALUE_PAIR_1,0.9830508474576272,0.0
MOBILE_NUMERIC_KEYPAD_PROBLEM,0.980072463768116,0.0
MULTIPLY_AN_INTEGER_WITH_3_5,1.0,0.0
MULTIPLY_LARGE_NUMBERS_REPRESENTED_AS_STRINGS,0.897119341563786,0.0
NEXT_HIGHER_NUMBER_WITH_SAME_NUMBER_OF_SET_BITS,0.7428571428571429,0.0
NTH_MULTIPLE_NUMBER_FIBONACCI_SERIES,0.4,0.0
NTH_NON_FIBONACCI_NUMBER,0.4251968503937008,0.0
NUMBER_DAYS_TANK_WILL_BECOME_EMPTY,0.945054945054945,0.0
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,0.21875,0.0
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS_1,0.7627118644067796,0.0
NUMBER_IS_DIVISIBLE_BY_29_OR_NOT,0.6323529411764706,0.0
NUMBER_NON_NEGATIVE_INTEGRAL_SOLUTIONS_B_C_N,0.7087378640776699,0.0
NUMBER_N_DIGIT_STEPPING_NUMBERS,0.9627329192546584,0.0
NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,0.9803921568627451,0.0
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,0.8363636363636363,0.0
NUMBER_SUBSTRINGS_DIVISIBLE_4_STRING_INTEGERS,0.9733333333333334,0.0
NUMBER_SUBSTRINGS_STRING,1.0,0.0
NUMBER_TRIANGLES_N_MOVES,1.0,0.0
NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,1.0,0.0
N_TH_NUMBER_WHOSE_SUM_OF_DIGITS_IS_TEN,0.9574468085106383,0.0
N_TH_NUMBER_WHOSE_SUM_OF_DIGITS_IS_TEN_1,1.0,0.0
N_TH_NUMBER_WHOSE_SUM_OF_DIGITS_IS_TEN_2,0.9836065573770492,0.0
ONE_LINE_FUNCTION_FOR_FACTORIAL_OF_A_NUMBER,0.926829268292683,0.0
PADOVAN_SEQUENCE,0.8596491228070176,0.0
PAINTING_FENCE_ALGORITHM,0.9444444444444444,0.0
PERMUTE_TWO_ARRAYS_SUM_EVERY_PAIR_GREATER_EQUAL_K,0.975609756097561,0.0
PIZZA_CUT_PROBLEM_CIRCLE_DIVISION_LINES,0.95,0.0
POSITION_OF_RIGHTMOST_SET_BIT,0.9230769230769231,0.0
POSSIBLE_FORM_TRIANGLE_ARRAY_VALUES,0.8875,0.0
PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,0.8412698412698413,0.0
PRINT_MAXIMUM_SHORTEST_DISTANCE,0.991304347826087,0.0
PRINT_WORDS_STRING_REVERSE_ORDER,0.9130434782608695,0.0
PROBABILITY_THREE_RANDOMLY_CHOSEN_NUMBERS_AP,0.9444444444444444,0.0
PRODUCT_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,0.810126582278481,0.0
PROGRAM_BINARY_DECIMAL_CONVERSION,0.38095238095238093,0.0
PROGRAM_CALCULATE_AREA_OCTAGON,0.9714285714285714,0.0
PROGRAM_CALCULATE_VOLUME_ELLIPSOID,0.9767441860465116,0.0
PROGRAM_CALCULATE_VOLUME_OCTAHEDRON,1.0,0.0
PROGRAM_CHECK_PLUS_PERFECT_NUMBER,0.3924050632911392,0.0
PROGRAM_CIRCUMFERENCE_PARALLELOGRAM,0.96875,0.0
PROGRAM_DECIMAL_BINARY_CONVERSION_2,0.375,0.0
PROGRAM_FOR_DEADLOCK_FREE_CONDITION_IN_OPERATING_SYSTEM,0.825,0.0
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER_1,0.6428571428571429,0.0
PROGRAM_FOR_FACTORIAL_OF_A_NUMBER_2,0.926829268292683,0.0
PROGRAM_FOR_SURFACE_AREA_OF_OCTAHEDRON,0.967741935483871,0.0
PROGRAM_OCTAL_DECIMAL_CONVERSION,0.36046511627906974,0.0
PROGRAM_PRINT_IDENTITY_MATRIX_1,1.0,0.0
PROGRAM_PRINT_SUM_GIVEN_NTH_TERM_1,0.8,0.0
PROGRAM_TO_CHECK_IF_A_GIVEN_NUMBER_IS_LUCKY_ALL_DIGITS_ARE_DIFFERENT,0.7608695652173914,0.0
PROGRAM_TO_CHECK_IF_A_MATRIX_IS_SYMMETRIC,1.0,0.0
PROGRAM_TO_FIND_THE_AREA_OF_PENTAGON,0.9615384615384616,0.0
PROGRAM_TO_FIND_THE_VOLUME_OF_A_TRIANGULAR_PRISM,0.9473684210526315,0.0
PYTHON_PROGRAM_FIND_PERIMETER_CIRCUMFERENCE_SQUARE_RECTANGLE_1,0.5925925925925926,0.0
REARRANGE_ARRAY_MAXIMUM_MINIMUM_FORM_SET_2_O1_EXTRA_SPACE,0.9722222222222222,0.0
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,0.3728813559322034,0.0
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM_1,0.9824561403508771,0.0
REMAINDER_7_LARGE_NUMBERS,0.9907407407407407,0.0
REMOVE_BRACKETS_ALGEBRAIC_STRING_CONTAINING_OPERATORS,0.3057324840764331,0.0
REMOVE_MINIMUM_NUMBER_ELEMENTS_NO_COMMON_ELEMENT_EXIST_ARRAY,0.4642857142857143,0.0
REPLACE_CHARACTER_C1_C2_C2_C1_STRING_S,0.9454545454545454,0.0
ROUND_THE_GIVEN_NUMBER_TO_NEAREST_MULTIPLE_OF_10,0.9886363636363636,0.0
SEARCHING_ARRAY_ADJACENT_DIFFER_K,0.16901408450704225,0.0
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY,0.1927710843373494,0.0
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY_1,0.25,0.0
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS_1,1.0,0.0
SMALLEST_DIFFERENCE_PAIR_VALUES_TWO_UNSORTED_ARRAYS,1.0,0.0
SMALLEST_OF_THREE_INTEGERS_WITHOUT_COMPARISON_OPERATORS_1,0.99,0.0
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,0.40476190476190477,0.0
SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N_1,0.32894736842105265,0.0
SORT_ARRAY_APPLYING_GIVEN_EQUATION,1.0,0.0
SORT_ARRAY_CONTAIN_1_N_VALUES,1.0,0.0
SORT_ARRAY_TWO_HALVES_SORTED,1.0,0.0
SQUARED_TRIANGULAR_NUMBER_SUM_CUBES,1.0,0.0
SQUARE_PYRAMIDAL_NUMBER_SUM_SQUARES,1.0,0.0
SQUARE_ROOT_OF_A_PERFECT_SQUARE,0.9803921568627451,0.0
STEINS_ALGORITHM_FOR_FINDING_GCD,1.0,0.0
SUM_BINOMIAL_COEFFICIENTS,1.0,0.0
